file,cycle,timestamp,total_agents,total_steps,avg_happiness,avg_energy,total_wealth,successful_instances
live_observations_20250623_234946.json,45,2025-06-23T23:49:46.434701,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235406.json,43,2025-06-23T23:50:47.134259,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235406.json,44,2025-06-23T23:52:52.533838,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235406.json,45,2025-06-23T23:54:06.769987,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235717.json,45,2025-06-23T23:49:46.434701,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235717.json,46,2025-06-23T23:50:47.304144,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235717.json,47,2025-06-23T23:52:52.534759,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235717.json,48,2025-06-23T23:54:06.763895,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235717.json,49,2025-06-23T23:55:10.152966,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235717.json,50,2025-06-23T23:56:13.358028,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235717.json,51,2025-06-23T23:57:17.609473,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235719.json,43,2025-06-23T23:50:47.134259,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235719.json,44,2025-06-23T23:52:52.533838,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250623_235719.json,45,2025-06-23T23:54:06.769987,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235719.json,46,2025-06-23T23:55:12.011288,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235719.json,47,2025-06-23T23:56:15.268573,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250623_235719.json,48,2025-06-23T23:57:19.468789,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,43,2025-06-23T23:50:47.134259,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000031.json,44,2025-06-23T23:52:52.533838,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000031.json,45,2025-06-23T23:54:06.769987,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,46,2025-06-23T23:55:12.011288,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,47,2025-06-23T23:56:15.268573,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,48,2025-06-23T23:57:19.468789,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,49,2025-06-23T23:58:24.322421,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,50,2025-06-23T23:59:28.538119,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000031.json,51,2025-06-24T00:00:31.744731,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,45,2025-06-23T23:49:46.434701,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000039.json,46,2025-06-23T23:50:47.304144,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000039.json,47,2025-06-23T23:52:52.534759,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000039.json,48,2025-06-23T23:54:06.763895,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,49,2025-06-23T23:55:10.152966,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,50,2025-06-23T23:56:13.358028,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,51,2025-06-23T23:57:17.609473,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,52,2025-06-23T23:58:23.795461,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,53,2025-06-23T23:59:28.810103,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000039.json,54,2025-06-24T00:00:39.010478,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,43,2025-06-23T23:50:47.134259,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000343.json,44,2025-06-23T23:52:52.533838,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
live_observations_20250624_000343.json,45,2025-06-23T23:54:06.769987,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,46,2025-06-23T23:55:12.011288,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,47,2025-06-23T23:56:15.268573,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,48,2025-06-23T23:57:19.468789,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,49,2025-06-23T23:58:24.322421,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,50,2025-06-23T23:59:28.538119,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,51,2025-06-24T00:00:31.744731,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,52,2025-06-24T00:01:36.140930,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,53,2025-06-24T00:02:39.331829,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000343.json,54,2025-06-24T00:03:43.546796,2500,21,0.4311309837234467,0.545415500242186,1398954.72983492,5
live_observations_20250624_000350.json,45,2025-06-23T23:49:46.434701,2500,15,0.5583231297096415,0.7489508022243291,1390131.2665934048,5
